taxon_id	species_name	rank	total_reads	hits_vs_cjejuni	hit_rate_%	avg_pident_%	max_pident_%	avg_query_coverage_%	avg_bitscore	min_evalue
863239	Corynebacterium nuruki S6-4	S1	14	0	0.0	0.0	0.0	0.0	0.0	N/A
1879049	Acinetobacter sp. WCHAc010034	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
85006	Micrococcales	O	2	0	0.0	0.0	0.0	0.0	0.0	N/A
85007	Mycobacteriales	O	5	0	0.0	0.0	0.0	0.0	0.0	N/A
85009	Propionibacteriales	O	4	0	0.0	0.0	0.0	0.0	0.0	N/A
412690	Microterricola viridarii	S	18	0	0.0	0.0	0.0	0.0	0.0	N/A
2782232	Chryseobacterium group	F1	8	0	0.0	0.0	0.0	0.0	0.0	N/A
2282523	Methylorubrum	G	17	0	0.0	0.0	0.0	0.0	0.0	N/A
85023	Microbacteriaceae	F	9	0	0.0	0.0	0.0	0.0	0.0	N/A
1930274	Roseimaritima multifibrata	S	16	0	0.0	0.0	0.0	0.0	0.0	N/A
46124	Granulicatella adiacens	S	18	0	0.0	0.0	0.0	0.0	0.0	N/A
1541170	Sphingomonas morindae	S	12	0	0.0	0.0	0.0	0.0	0.0	N/A
2976818	Cloacibacterium sp. TD35	S	15	0	0.0	0.0	0.0	0.0	0.0	N/A
76860	Streptococcus constellatus	S	16	0	0.0	0.0	0.0	0.0	0.0	N/A
551996	Mucilaginibacter gossypii	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
572479	Halanaerobium praevalens DSM 2228	S1	7	0	0.0	0.0	0.0	0.0	0.0	N/A
558152	Chryseobacterium piperi	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
46165	Actinomadura verrucosospora	S	9	0	0.0	0.0	0.0	0.0	0.0	N/A
33882	Microbacterium	G	15	0	0.0	0.0	0.0	0.0	0.0	N/A
3118173	Streptomyces sp. Q6	S	5	0	0.0	0.0	0.0	0.0	0.0	N/A
904291	Microbacterium sediminis	S	15	0	0.0	0.0	0.0	0.0	0.0	N/A
152682	Sphingomonas melonis	S	9	0	0.0	0.0	0.0	0.0	0.0	N/A
861299	Gemmatirosa kalamazoonensis	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
492670	Bacillus velezensis	S	45	0	0.0	0.0	0.0	0.0	0.0	N/A
2419844	Xanthobacter sp. YC-JY1	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
1866885	Mycolicibacterium	G	36	0	0.0	0.0	0.0	0.0	0.0	N/A
1979527	Corynebacterium kefirresidentii	S	34	0	0.0	0.0	0.0	0.0	0.0	N/A
1870984	Anaerococcus mediterraneensis	S	17	0	0.0	0.0	0.0	0.0	0.0	N/A
1162	Nostocaceae	F	1	0	0.0	0.0	0.0	0.0	0.0	N/A
3036303	Peptonophilus genitalis	S	3	0	0.0	0.0	0.0	0.0	0.0	N/A
2161816	Tessaracoccus timonensis	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
238749	Diaphorobacter	G	86	0	0.0	0.0	0.0	0.0	0.0	N/A
1266845	Carnobacterium inhibens subsp. gilichinskyi	S1	1	0	0.0	0.0	0.0	0.0	0.0	N/A
48296	Acinetobacter pittii	S	16	0	0.0	0.0	0.0	0.0	0.0	N/A
1922226	Anderseniella sp. Alg231-50	S	17	0	0.0	0.0	0.0	0.0	0.0	N/A
3019969	Rheinheimera sp. MM224	S	11	0	0.0	0.0	0.0	0.0	0.0	N/A
2768069	Streptomyces xanthii	S	24	0	0.0	0.0	0.0	0.0	0.0	N/A
2587847	Roseovarius sp. THAF9	S	2	0	0.0	0.0	0.0	0.0	0.0	N/A
2657482	unclassified Gordonia (in: high G+C Gram-positive bacteria)	G1	8	0	0.0	0.0	0.0	0.0	0.0	N/A
2358479	Tenacibaculum singaporense	S	14	0	0.0	0.0	0.0	0.0	0.0	N/A
1619153	Cohnella sp. LGH	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
2594003	Ferrovibrio terrae	S	20	0	0.0	0.0	0.0	0.0	0.0	N/A
91347	Enterobacterales	O	2	0	0.0	0.0	0.0	0.0	0.0	N/A
34004	Paracoccus aminovorans	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
44249	Paenibacillus	G	4	0	0.0	0.0	0.0	0.0	0.0	N/A
2811104	Streptomyces durocortorensis	S	15	0	0.0	0.0	0.0	0.0	0.0	N/A
2364647	Pantoea piersonii	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
2493681	Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	S	3	0	0.0	0.0	0.0	0.0	0.0	N/A
582899	Hyphomicrobium denitrificans ATCC 51888	S1	15	0	0.0	0.0	0.0	0.0	0.0	N/A
3073268	Citricoccus sp. I39-566	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
1269	Micrococcus	G	163	0	0.0	0.0	0.0	0.0	0.0	N/A
1270	Micrococcus luteus	S	25	0	0.0	0.0	0.0	0.0	0.0	N/A
2565368	Pseudomonas atacamensis	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
1279	Staphylococcus	G	51	0	0.0	0.0	0.0	0.0	0.0	N/A
288000	Bradyrhizobium sp. BTAi1	S	18	0	0.0	0.0	0.0	0.0	0.0	N/A
1280	Staphylococcus aureus	S	30	0	0.0	0.0	0.0	0.0	0.0	N/A
1282	Staphylococcus epidermidis	S	105	0	0.0	0.0	0.0	0.0	0.0	N/A
861445	Psychrobacter sanguinis	S	6	0	0.0	0.0	0.0	0.0	0.0	N/A
1292	Staphylococcus warneri	S	25	0	0.0	0.0	0.0	0.0	0.0	N/A
34062	Moraxella osloensis	S	478	0	0.0	0.0	0.0	0.0	0.0	N/A
578833	Stutzerimonas stutzeri subgroup	G2	2	0	0.0	0.0	0.0	0.0	0.0	N/A
40214	Acinetobacter johnsonii	S	81	0	0.0	0.0	0.0	0.0	0.0	N/A
1302	Streptococcus gordonii	S	32	0	0.0	0.0	0.0	0.0	0.0	N/A
1305	Streptococcus sanguinis	S	18	0	0.0	0.0	0.0	0.0	0.0	N/A
40215	Acinetobacter junii	S	61	0	0.0	0.0	0.0	0.0	0.0	N/A
1303	Streptococcus oralis	S	3	0	0.0	0.0	0.0	0.0	0.0	N/A
1308	Streptococcus thermophilus	S	36	0	0.0	0.0	0.0	0.0	0.0	N/A
2897181	Flavobacterium channae	S	15	0	0.0	0.0	0.0	0.0	0.0	N/A
1310	Streptococcus sobrinus	S	12	0	0.0	0.0	0.0	0.0	0.0	N/A
1313	Streptococcus pneumoniae	S	35	0	0.0	0.0	0.0	0.0	0.0	N/A
1314	Streptococcus pyogenes	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
32033	Lysobacteraceae	F	2	0	0.0	0.0	0.0	0.0	0.0	N/A
34085	Riemerella anatipestifer	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
156978	Corynebacterium imitans	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
66883	Streptomyces cyaneofuscatus	S	10	0	0.0	0.0	0.0	0.0	0.0	N/A
2714952	Roseateles sp. DAIF2	S	5	0	0.0	0.0	0.0	0.0	0.0	N/A
857417	Janibacter indicus	S	45	0	0.0	0.0	0.0	0.0	0.0	N/A
1352	Enterococcus faecium	S	2	0	0.0	0.0	0.0	0.0	0.0	N/A
1358	Lactococcus lactis	S	3	0	0.0	0.0	0.0	0.0	0.0	N/A
3040598	Pseudomonas paraveronii	S	21	0	0.0	0.0	0.0	0.0	0.0	N/A
1389922	Achromobacter mucicolens	S	4	0	0.0	0.0	0.0	0.0	0.0	N/A
398694	Mycobacterium shinjukuense	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
1385	Bacillales	O	7	0	0.0	0.0	0.0	0.0	0.0	N/A
1842540	Methyloversatilis sp. RAC08	S	39	0	0.0	0.0	0.0	0.0	0.0	N/A
2815343	Nitrogeniibacter aestuarii	S	2	0	0.0	0.0	0.0	0.0	0.0	N/A
1396	Bacillus cereus	S	19	0	0.0	0.0	0.0	0.0	0.0	N/A
13687	Sphingomonas	G	3	0	0.0	0.0	0.0	0.0	0.0	N/A
13689	Sphingomonas paucimobilis	S	8	0	0.0	0.0	0.0	0.0	0.0	N/A
1404	Priestia megaterium	S	18	0	0.0	0.0	0.0	0.0	0.0	N/A
1405	Bacillus mycoides	S	4	0	0.0	0.0	0.0	0.0	0.0	N/A
40323	Stenotrophomonas	G	25	0	0.0	0.0	0.0	0.0	0.0	N/A
28037	Streptococcus mitis	S	20	0	0.0	0.0	0.0	0.0	0.0	N/A
2026885	Candidatus Bipolaricaulis anaerobius	S	2	0	0.0	0.0	0.0	0.0	0.0	N/A
1392005	Comamonas testosteroni TK102	S1	11	0	0.0	0.0	0.0	0.0	0.0	N/A
2508168	Luteimonas sp. YGD11-2	S	9	0	0.0	0.0	0.0	0.0	0.0	N/A
2033033	Aeromonas sp. CU5	S	6	0	0.0	0.0	0.0	0.0	0.0	N/A
3120520	Georgenia sp. M64	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
146827	Corynebacterium simulans	S	2	0	0.0	0.0	0.0	0.0	0.0	N/A
2082188	Sphingobium sp. YG1	S	17	0	0.0	0.0	0.0	0.0	0.0	N/A
1967501	Shinella sumterensis	S	7	0	0.0	0.0	0.0	0.0	0.0	N/A
28047	Mycolicibacterium confluentis	S	10	0	0.0	0.0	0.0	0.0	0.0	N/A
2852117	Vreelandella profundi	S	7	0	0.0	0.0	0.0	0.0	0.0	N/A
38293	Photobacterium damselae	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
1912216	Cutibacterium	G	61	0	0.0	0.0	0.0	0.0	0.0	N/A
3016089	Micromonospora sp. WMMD987	S	10	0	0.0	0.0	0.0	0.0	0.0	N/A
38301	Corynebacterium minutissimum	S	18	0	0.0	0.0	0.0	0.0	0.0	N/A
2954655	Anoxybacillus sp. FSL W8-1294	S	5	0	0.0	0.0	0.0	0.0	0.0	N/A
38304	Corynebacterium tuberculostearicum	S	42	0	0.0	0.0	0.0	0.0	0.0	N/A
85413	Bosea	G	6	0	0.0	0.0	0.0	0.0	0.0	N/A
538025	Rhizobium etli 8C-3	S1	8	0	0.0	0.0	0.0	0.0	0.0	N/A
363952	Comamonas thiooxydans	S	27	0	0.0	0.0	0.0	0.0	0.0	N/A
2663859	Aeromicrobium senzhongii	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
179636	Alicycliphilus denitrificans	S	30	0	0.0	0.0	0.0	0.0	0.0	N/A
28090	Acinetobacter lwoffii	S	28	0	0.0	0.0	0.0	0.0	0.0	N/A
712122	Actinomyces sp. oral taxon 414	S	7	0	0.0	0.0	0.0	0.0	0.0	N/A
2901380	Pseudomonas sp. NIBR-H-19	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
2735554	Diaphorobacter sp. JS3050	S	19	0	0.0	0.0	0.0	0.0	0.0	N/A
996801	Polaribacter reichenbachii	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
558537	Delftia lacustris	S	6	0	0.0	0.0	0.0	0.0	0.0	N/A
1485	Clostridium	G	1	0	0.0	0.0	0.0	0.0	0.0	N/A
1491	Clostridium botulinum	S	2	0	0.0	0.0	0.0	0.0	0.0	N/A
28127	Hoylesella buccalis	S	13	0	0.0	0.0	0.0	0.0	0.0	N/A
28131	Prevotella intermedia	S	6	0	0.0	0.0	0.0	0.0	0.0	N/A
2571749	Novosphingobium sp. EMRT-2	S	11	0	0.0	0.0	0.0	0.0	0.0	N/A
2909672	Brevibacterium spongiae	S	20	0	0.0	0.0	0.0	0.0	0.0	N/A
1513	Clostridium tetani	S	10	0	0.0	0.0	0.0	0.0	0.0	N/A
2956784	Chryseobacterium paludis	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
2854389	Bradyrhizobium prioritasuperba	S	11	0	0.0	0.0	0.0	0.0	0.0	N/A
1715720	Diaphorobacter ruginosibacter	S	11	0	0.0	0.0	0.0	0.0	0.0	N/A
2579977	Brevundimonas sp. SGAir0440	S	4	0	0.0	0.0	0.0	0.0	0.0	N/A
2057741	Bradyrhizobium sp. SK17	S	11	0	0.0	0.0	0.0	0.0	0.0	N/A
2792978	Gardnerella leopoldii	S	19	0	0.0	0.0	0.0	0.0	0.0	N/A
2792979	Gardnerella swidsinskii	S	98	0	0.0	0.0	0.0	0.0	0.0	N/A
2930199	Leisingera thetidis	S	12	0	0.0	0.0	0.0	0.0	0.0	N/A
3057176	Thiohalobacter sp. IOR34	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
171549	Bacteroidales	O	19	0	0.0	0.0	0.0	0.0	0.0	N/A
2903582	Lentzea sp. NBC_00516	S	10	0	0.0	0.0	0.0	0.0	0.0	N/A
2883106	Halomonas sp. NyZ770	S	33	0	0.0	0.0	0.0	0.0	0.0	N/A
1578	Lactobacillus	G	11	0	0.0	0.0	0.0	0.0	0.0	N/A
1579	Lactobacillus acidophilus	S	11	0	0.0	0.0	0.0	0.0	0.0	N/A
1648182	Streptomyces yangpuensis	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
1902136	Streptococcus sp. NPS 308	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
200252	Deinococcus aetherius	S	5	0	0.0	0.0	0.0	0.0	0.0	N/A
1416779	Epilithonimonas zeae	S	5	0	0.0	0.0	0.0	0.0	0.0	N/A
1312364	Brevundimonas albigilva	S	34	0	0.0	0.0	0.0	0.0	0.0	N/A
2059884	Streptomyces sp. CMB-StM0423	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
1654	Actinomyces	G	7	0	0.0	0.0	0.0	0.0	0.0	N/A
1655	Actinomyces naeslundii	S	22	0	0.0	0.0	0.0	0.0	0.0	N/A
2817656	Marinobacter sp. CA1	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
185978	unclassified Paenibacillus	G1	1	0	0.0	0.0	0.0	0.0	0.0	N/A
1663	Arthrobacter	G	7	0	0.0	0.0	0.0	0.0	0.0	N/A
136841	Pseudomonas aeruginosa group	G1	7	0	0.0	0.0	0.0	0.0	0.0	N/A
437897	Megamonas funiformis	S	9	0	0.0	0.0	0.0	0.0	0.0	N/A
136843	Pseudomonas fluorescens group	G1	18	0	0.0	0.0	0.0	0.0	0.0	N/A
136846	Stutzerimonas stutzeri group	G1	7	0	0.0	0.0	0.0	0.0	0.0	N/A
136849	Pseudomonas syringae group	G1	8	0	0.0	0.0	0.0	0.0	0.0	N/A
419475	Brucella pseudogrignonensis	S	14	0	0.0	0.0	0.0	0.0	0.0	N/A
2649760	unclassified Diaphorobacter	G1	49	0	0.0	0.0	0.0	0.0	0.0	N/A
83618	Pseudoxanthomonas	G	9	0	0.0	0.0	0.0	0.0	0.0	N/A
204457	Sphingomonadales	O	13	0	0.0	0.0	0.0	0.0	0.0	N/A
3118768	Sphingomonas sp. gentR	S	12	0	0.0	0.0	0.0	0.0	0.0	N/A
1717	Corynebacterium diphtheriae	S	14	0	0.0	0.0	0.0	0.0	0.0	N/A
945844	Massilia oculi	S	10	0	0.0	0.0	0.0	0.0	0.0	N/A
390846	Echinicola	G	1	0	0.0	0.0	0.0	0.0	0.0	N/A
83655	Leclercia adecarboxylata	S	7	0	0.0	0.0	0.0	0.0	0.0	N/A
2666185	Spiribacter sp. 2438	S	6	0	0.0	0.0	0.0	0.0	0.0	N/A
216778	Stenotrophomonas rhizophila	S	3	0	0.0	0.0	0.0	0.0	0.0	N/A
237258	Cloacibacterium normanense	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
67280	Streptomyces bobili	S	15	0	0.0	0.0	0.0	0.0	0.0	N/A
1747	Cutibacterium acnes	S	1507	0	0.0	0.0	0.0	0.0	0.0	N/A
2567896	Polyangium aurulentum	S	5	0	0.0	0.0	0.0	0.0	0.0	N/A
67296	Streptomyces finlayi	S	6	0	0.0	0.0	0.0	0.0	0.0	N/A
1763	Mycobacterium	G	6	0	0.0	0.0	0.0	0.0	0.0	N/A
2952932	Thiorhodovibrio litoralis	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
2004710	Cloacibacterium caeni	S	82	0	0.0	0.0	0.0	0.0	0.0	N/A
1766	Mycolicibacterium fortuitum	S	16	0	0.0	0.0	0.0	0.0	0.0	N/A
2707174	Enterobacter sp. T2	S	16	0	0.0	0.0	0.0	0.0	0.0	N/A
3063533	Flavivirga abyssicola	S	11	0	0.0	0.0	0.0	0.0	0.0	N/A
1774	Mycobacteroides chelonae	S	15	0	0.0	0.0	0.0	0.0	0.0	N/A
216816	Bifidobacterium longum	S	4	0	0.0	0.0	0.0	0.0	0.0	N/A
712435	Porphyromonas sp. oral taxon 275	S	15	0	0.0	0.0	0.0	0.0	0.0	N/A
2608887	unclassified Streptococcus	G1	21	0	0.0	0.0	0.0	0.0	0.0	N/A
2778876	Methyloradius palustris	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
3081984	Pigmentiphaga sp. CHJ604	S	9	0	0.0	0.0	0.0	0.0	0.0	N/A
128785	Pseudoxanthomonas mexicana	S	4	0	0.0	0.0	0.0	0.0	0.0	N/A
2862866	Agrobacterium cucumeris	S	9	0	0.0	0.0	0.0	0.0	0.0	N/A
216851	Faecalibacterium	G	1	0	0.0	0.0	0.0	0.0	0.0	N/A
3045147	Acinetobacter sp. KCTC 92772	S	8	0	0.0	0.0	0.0	0.0	0.0	N/A
1827	Rhodococcus	G	23	0	0.0	0.0	0.0	0.0	0.0	N/A
337701	Roseovarius pacificus	S	2	0	0.0	0.0	0.0	0.0	0.0	N/A
1839	Nocardioides	G	12	0	0.0	0.0	0.0	0.0	0.0	N/A
1009464	Gardnerella vaginalis HMP9231	S1	15	0	0.0	0.0	0.0	0.0	0.0	N/A
585529	Corynebacterium genitalium ATCC 33030	S1	11	0	0.0	0.0	0.0	0.0	0.0	N/A
1197884	Acinetobacter venetianus VE-C3	S1	7	0	0.0	0.0	0.0	0.0	0.0	N/A
745277	Rahnella aquatilis CIP 78.65 = ATCC 33071	S1	16	0	0.0	0.0	0.0	0.0	0.0	N/A
165695	Sphingobium	G	1	0	0.0	0.0	0.0	0.0	0.0	N/A
343874	Empedobacter falsenii	S	12	0	0.0	0.0	0.0	0.0	0.0	N/A
2051906	Exiguobacterium sp. N4-1P	S	2	0	0.0	0.0	0.0	0.0	0.0	N/A
544580	Actinomyces oris	S	16	0	0.0	0.0	0.0	0.0	0.0	N/A
2807626	Glaciimonas sp. PAMC28666	S	7	0	0.0	0.0	0.0	0.0	0.0	N/A
358220	Acidovorax sp. KKS102	S	14	0	0.0	0.0	0.0	0.0	0.0	N/A
1873	Micromonospora	G	15	0	0.0	0.0	0.0	0.0	0.0	N/A
434014	Variovorax sp. PBL-E5	S	2	0	0.0	0.0	0.0	0.0	0.0	N/A
1888	Streptomyces albus	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
1892	Streptomyces anulatus	S	28	0	0.0	0.0	0.0	0.0	0.0	N/A
42858	Mammaliicoccus lentus	S	25	0	0.0	0.0	0.0	0.0	0.0	N/A
216942	Spiroplasma litorale	S	5	0	0.0	0.0	0.0	0.0	0.0	N/A
3110772	Pseudomonas sp. IT1137	S	2	0	0.0	0.0	0.0	0.0	0.0	N/A
3061632	Halomonas sp. I5-271120	S	10	0	0.0	0.0	0.0	0.0	0.0	N/A
266117	Rubrobacter xylanophilus DSM 9941	S1	2	0	0.0	0.0	0.0	0.0	0.0	N/A
706439	Actinomyces sp. oral taxon 171 str. F0337	S1	15	0	0.0	0.0	0.0	0.0	0.0	N/A
2320270	Pseudomonas sp. DG56-2	S	10	0	0.0	0.0	0.0	0.0	0.0	N/A
2645906	unclassified Pseudoxanthomonas	G1	4	0	0.0	0.0	0.0	0.0	0.0	N/A
165779	Anaerococcus	G	5	0	0.0	0.0	0.0	0.0	0.0	N/A
2903960	Sphingomonas sp. S2-65	S	8	0	0.0	0.0	0.0	0.0	0.0	N/A
1646498	Acinetobacter sp. TTH0-4	S	5	0	0.0	0.0	0.0	0.0	0.0	N/A
1433513	Streptococcus gwangjuense	S	22	0	0.0	0.0	0.0	0.0	0.0	N/A
83889	unclassified Marinobacter	G1	4	0	0.0	0.0	0.0	0.0	0.0	N/A
927666	Streptococcus oralis Uo5	S1	8	0	0.0	0.0	0.0	0.0	0.0	N/A
94138	Staphylococcus ureilyticus	S	16	0	0.0	0.0	0.0	0.0	0.0	N/A
632772	Rhodococcus opacus B4	S1	13	0	0.0	0.0	0.0	0.0	0.0	N/A
36805	Microbacterium aurum	S	15	0	0.0	0.0	0.0	0.0	0.0	N/A
200644	Flavobacteriales	O	9	0	0.0	0.0	0.0	0.0	0.0	N/A
3141581	Achromobacter sp. E1	S	18	0	0.0	0.0	0.0	0.0	0.0	N/A
765910	Marichromatium purpuratum 984	S1	7	0	0.0	0.0	0.0	0.0	0.0	N/A
1177574	Prevotella jejuni	S	6	0	0.0	0.0	0.0	0.0	0.0	N/A
2963431	Janibacter sp. CX7	S	43	0	0.0	0.0	0.0	0.0	0.0	N/A
2033	Microbacterium testaceum	S	14	0	0.0	0.0	0.0	0.0	0.0	N/A
1517554	Sphingomonas sp. HMP9	S	1	0	0.0	0.0	0.0	0.0	0.0	N/A
2975733	Streptomyces sp. NBC_00385	S	3	0	0.0	0.0	0.0	0.0	0.0	N/A
3076087	Moraxella sp. DOX410	S	20	0	0.0	0.0	0.0	0.0	0.0	N/A
2684926	unclassified Acidovorax	G1	23	0	0.0	0.0	0.0	0.0	0.0	N/A
2047	Rothia dentocariosa	S	16	0	0.0	0.0	0.0	0.0	0.0	N/A
